5.491585870527884716e-02,4.998987704989739352e-07,0.000000000000000000e+00
1.952267721341983675e-01,1.556184872563305954e-01,0.000000000000000000e+00
1.203033385739387812e-01,1.249752758399757385e-01,0.000000000000000000e+00
1.203031386144305798e-01,8.331679501567600121e-02,0.000000000000000000e+00
9.537133881904064081e-02,9.164810792481189341e-07,0.000000000000000000e+00
3.997563220720531940e-02,1.110886156664386593e-06,0.000000000000000000e+00
1.505329545766982413e-01,4.998987704989739352e-07,0.000000000000000000e+00
1.464214746513830823e-01,2.499493852494869828e-01,0.000000000000000000e+00
1.192906144839003535e-01,2.106240153035676796e-04,0.000000000000000000e+00
7.662270056980127753e-02,1.832962158496237868e-06,0.000000000000000000e+00
1.095176863048868826e-01,3.332658469993159568e-07,0.000000000000000000e+00
1.336702836194189059e-01,1.499696311496921911e-06,0.000000000000000000e+00
1.336688024378766826e-01,1.333063387997263827e-06,0.000000000000000000e+00
1.672787451017359317e-01,1.249752758399757385e-01,0.000000000000000000e+00
1.203026053890754038e-01,1.166430464497605955e-06,0.000000000000000000e+00
